Geography,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctBachDeg25_Over,PctUnemployed16_Over,PctMarriedHouseholds,BirthRate
"Yadkin County, North Carolina",179.7,449.1,40801,37585,17.2,41.5,44.1,2.45,8.4,8.3,49.89264103,6.549178376
"Yancey County, North Carolina",178.6,512.6,35974,17587,20.6,45,47.8,2.35,12.9,11,56.701726,3.944716384
"Adams County, North Dakota",140,405.2,45710,2359,10.2,46.1,49.8,2.14,18.1,1.2,60.82474227,4.047619048
"Barnes County, North Dakota",173.1,479.1,52376,11099,10.3,41.1,43.9,2.07,19.4,2.4,51.52294304,8.043956044
"Benson County, North Dakota",169.9,462.9,39342,6753,29.9,31.2,30.9,2.97,10.8,6.1,42.4122807,9.492753623
"Bottineau County, North Dakota",174.1,430.4,56965,6716,9.7,42.5,48.4,2.09,16.4,2.6,53.50906096,4.568106312
"Bowman County, North Dakota",209.3,472.9,60946,3294,7.4,43.4,44,2.28,16.7,1.8,55.84604212,9.935897436
"Burke County, North Dakota",166.8,448.3,62875,2308,8.3,34.3,38.8,2.25,14.1,2.3,50.30612245,6.75
"Burleigh County, North Dakota",141.6,438.9,66734,92991,8.2,35.4,38.2,2.3,23.5,2.3,50.32513963,6.137971127
"Cass County, North Dakota",143.4,462.5,53755,171512,11.3,31.4,32.5,2.29,25.8,3.2,42.7300221,6.444608704
"Cavalier County, North Dakota",170.7,406.8,54057,3828,9,50,51.3,2.17,13.9,0.8,60.08018328,7.1197411
"Dickey County, North Dakota",126,320.2,51817,5104,11.7,40.9,44.7,2.3,20.5,1.5,58.630394,12.01143947
"Divide County, North Dakota",93.8,330.6,67344,2450,8.3,51,52.3,2.07,18.6,0.7,58.37187789,14.4
"Dunn County, North Dakota",127.1,355.6,72018,4646,9.5,39.6,44.5,2.6,15.4,4.3,58.12459859,4.710632571
"Eddy County, North Dakota",227.6,532.1,47596,2365,10.7,48.5,48,2.15,18.1,1.9,43.96226415,8.208955224
"Emmons County, North Dakota",166.9,352.4,44282,3402,13.2,52.2,49.7,2.13,13.5,3.6,53.90869293,6.270627063
"Foster County, North Dakota",174.5,516.2,54593,3356,8,45.3,47.3,2.22,15.6,1.3,55.79514825,6.307692308
"Golden Valley County, North Dakota",205.2,403,53420,1845,10.7,41.2,40.8,2.19,17.6,1,49.06600249,6.534090909
"Grand Forks County, North Dakota",162.5,462.5,50435,70916,16.7,28.5,30.7,2.25,21.4,3.6,43.85891098,5.407811283
"Grant County, North Dakota",147.3,385.4,39679,2388,16.1,53.7,53.6,2.05,13.7,3.4,55.1056338,7.277628032
"Griggs County, North Dakota",232.3,535.5,51192,2314,9.5,50.1,54.6,2.16,16.5,2,60.48309179,7.692307692
"Hettinger County, North Dakota",160.3,481.5,50038,2704,11.1,49.6,46.4,2.25,12.2,1.1,62.51145738,15.15711645
"Kidder County, North Dakota",104.8,336.1,46923,2417,14.1,46.3,47.6,2.24,16.1,0.9,65.12915129,6.976744186
"LaMoure County, North Dakota",134.7,370.5,53721,4125,9.7,47.1,50.6,2.2,17.3,1.9,58.26086957,4.692082111
"Logan County, North Dakota",108.8,360.6,44696,1935,11.9,51.8,51.9,2.12,10.9,2.2,56.9476082,4.361370717
"McHenry County, North Dakota",148.3,429.1,48887,5968,12.3,41.5,44.8,2.2,14.9,3.1,52.10889571,12.28389445
"McIntosh County, North Dakota",125.9,424.9,40258,2759,13,51.4,56.4,2.06,14.4,1.2,55.62451513,4.662004662
"McKenzie County, North Dakota",124.6,254.7,81209,12826,8.6,32.4,32.1,2.93,17.6,3,53.57809583,8.189655172
"McLean County, North Dakota",153.1,515.6,56616,9744,10.1,47,47.5,2.18,15,1.6,58.05384979,6.094022055
"Mercer County, North Dakota",151.9,482,74047,8853,7.3,43.8,46.6,2.31,15.6,3.2,59.18867411,2.630005977
"Morton County, North Dakota",165.2,487.9,54637,30310,9.2,37.1,40,2.3,19.8,3.2,52.89242769,5.95510765
"Mountrail County, North Dakota",196.8,485.1,66807,10331,9.3,34.5,35.5,2.83,17.6,4.7,49.78165939,5.573419078
"Nelson County, North Dakota",205.3,436,45040,2968,10.8,51.8,54,1.95,15.7,0.7,49.21156373,10.42553191
"Oliver County, North Dakota",137.6,338.6,62010,1846,10.6,45.8,49.6,2.3,13.7,3.6,66.16161616,15.4340836
"Pembina County, North Dakota",177,381.4,56298,7091,8.9,45.7,48.4,2.14,15.2,3.5,52.69406393,8.209538702
"Pierce County, North Dakota",106.5,357.4,39572,4312,11.6,44.9,50.1,2.08,13.5,0.9,50.99108028,9.305373526
"Ramsey County, North Dakota",164.9,436.3,51097,11630,12.3,40.5,43.8,2.2,18.1,1.2,43.30143541,2.600671141
"Ransom County, North Dakota",181.4,447,56270,5448,8.4,42.1,46.6,2.25,14.6,2,51.70068027,9.291187739
"Renville County, North Dakota",151.7,403.5,60957,2571,7.7,40.8,39.5,2.46,13.4,1.6,58.33333333,4.896421846
"Richland County, North Dakota",137.7,456.9,57177,16402,9.7,37,41.5,2.28,16.8,3,53.73810603,6.603510727
"Rolette County, North Dakota",216.9,474.1,35630,14649,31.6,28.9,31,3,16.1,4.8,37.72517805,6.726726727
"Sargent County, North Dakota",188.2,579.7,58467,3876,7.3,44.6,46,2.22,16.7,1.2,54.80324074,6.284916201
"Sheridan County, North Dakota",124.8,374.8,44990,1310,16.1,51.9,52.2,2.05,12,2,55.74272588,4.95049505
"Sioux County, North Dakota",259.1,481.1,33950,4370,33.6,25.3,28.4,3.93,13.5,20.3,31.69398907,8.229665072
"Stark County, North Dakota",131.8,425.7,76672,32154,7.6,34.2,36,2.44,17.5,2.8,52.61446524,10.50256729
"Steele County, North Dakota",117.6,341.9,59408,1956,7.1,51.5,48.8,2.09,16.3,4,54.11392405,7.098765432
"Stutsman County, North Dakota",172.5,471,53333,21103,11.6,38.4,43.4,2.15,19.3,2.5,45.31508664,5.223193741
"Towner County, North Dakota",169.4,527.4,51961,2272,10.9,49.3,48,2.25,14.2,2.9,57.92622134,16.4556962
"Traill County, North Dakota",158,475.3,58995,8014,8.9,39.9,43.1,2.35,19.5,2.7,51.40329469,4.19412822
"Autauga County, Alabama",178.3,475,54366,55347,13.1,36.7,38.4,2.68,13.5,7.6,56.06981761,5.87213091
"Baldwin County, Alabama",174.3,454.6,49626,203709,13,40.9,43.3,2.6,19.3,7.5,53.93501026,5.381477705
"Chilton County, Alabama",195.9,445.2,41450,43943,18.1,37.6,39.6,2.68,9.1,9.1,54.86235142,5.95355245
"Arkansas County, Arkansas",201.7,468.1,36409,18433,20.4,40.5,41.7,2.39,8.3,8.3,46.13199018,7.128810226
"Ashley County, Arkansas",212.3,430.8,36176,20838,22.7,40.2,42.1,2.52,9,11.8,50.99075297,5.180598555
"Baxter County, Arkansas",194.7,490.9,37873,41053,14.9,50.2,52.4,2.23,13.1,7.6,52.90134332,4.674318905
"Benton County, Arkansas",166.2,401,57408,249672,11.9,34.3,35.7,2.75,19.9,4.2,60.57429672,5.82126689
"Boone County, Arkansas",198.2,426.3,39779,37222,16.9,40.4,42.7,2.45,9.3,8.4,54.9562195,9.035846724
"Bradley County, Arkansas",214,456.2,32734,11094,27.4,38.2,43.6,2.39,9.2,9.4,46.67246629,5.141916907
"Calhoun County, Arkansas",202.4,364.5,39493,5229,18,40.7,47,2.4,7.3,7.2,53.92941176,3.101503759
"Carroll County, Arkansas",167.6,380.4,36964,27704,17.9,43.7,44.9,2.49,10.5,6.2,54.6597431,6.345497034
"Chicot County, Arkansas",229,403.9,29541,11027,32.1,40.6,46,2.36,8,11.5,41.81254155,9.349593496
"Clark County, Arkansas",170.4,401.9,38504,22633,21.5,32.6,35.6,2.28,14.1,8.4,44.1308605,3.697749196
"Choctaw County, Alabama",137.6,398.5,35049,13170,25,43.8,47.1,2.37,7.4,13.6,45.20179372,4.317548747
"Clay County, Arkansas",228.7,433.2,33826,15109,19.9,42.8,45.5,2.31,7.5,9.5,48.75207987,8.81166615
"Cleburne County, Arkansas",188.5,460.8,40555,25467,15.2,46.1,48.8,2.5,10.6,10.2,55.42975288,4.101603165
"Cleveland County, Arkansas",163.4,462.3,43201,8311,16.6,41.6,42.9,2.53,10.8,9.7,58.39832034,3.533190578
"Columbia County, Arkansas",210,414.9,37495,24114,24.1,33.7,37.6,2.37,13.3,10.1,47.35854955,6.776379477
"Conway County, Arkansas",167.2,443.9,42348,21019,18.3,38.9,42.4,2.49,11.1,8.1,49.95216455,5.789245447
"Craighead County, Arkansas",191,387.1,42851,104354,22.3,32.2,35.1,2.52,16.1,7.5,46.27621114,5.052358022
"Crawford County, Arkansas",195.3,439.8,43466,61703,16.6,37.9,39.8,2.58,10.1,7.9,56.79732758,5.975420257
"Crittenden County, Arkansas",242.9,389.9,35455,48963,27.3,33.4,35.4,2.67,11.7,9.9,38.6145629,7.947176973
"Cross County, Arkansas",230.9,433.4,38597,17284,22.3,38.5,41.8,2.49,9.1,8.6,49.56634866,3.788634098
"Dallas County, Arkansas",250,472.7,34018,7604,21,41.4,45.3,2.26,9.4,8.3,46.49014778,1.704199635
"Clarke County, Alabama",194,453.8,36620,24675,24.9,40,42.3,2.57,8.4,19.4,46.62232384,2.570564516
"Desha County, Arkansas",186.9,455.6,33028,11965,27.3,39.5,39.3,2.33,7.5,17.7,38.22078907,5.621925509
"Drew County, Arkansas",190.6,455.8,36801,18778,24,34.1,39.3,2.43,13.6,14.3,50.42384468,4.350706714
"Faulkner County, Arkansas",174,449,51436,121552,14.7,31.1,32.1,2.65,18,6.6,51.07628923,4.772020566
"Franklin County, Arkansas",201.6,396.3,40404,17702,17.5,39.2,41.6,2.58,8,11,54.21580189,7.574180115
"Fulton County, Arkansas",175,394.1,33347,12204,22.6,46.4,48.7,2.27,7.3,7.6,58.26415094,8.096280088
"Garland County, Arkansas",196.4,464.4,40621,97177,18.7,42.4,45.6,2.35,13.2,9.2,47.04144949,3.943233157
"Grant County, Arkansas",190.5,502.9,46067,18102,13.3,39.2,40.4,2.61,11.4,9.4,59.25061962,5.539429124
"Greene County, Arkansas",194.5,414.1,42572,44196,16.3,37.1,39.5,2.56,10.2,9,53.29097231,5.73167141
"Hempstead County, Arkansas",185,380.6,33136,22084,24.4,37.6,39.8,2.81,7.7,7.9,46.37607056,6.208291203
"Hot Spring County, Arkansas",200.3,422.1,37831,33426,18.7,38.8,42.5,2.59,8.5,7.6,52.96638102,3.906472769
"Clay County, Alabama",190.8,477.4,35940,13555,19.5,43.2,45.1,2.45,5.8,9.4,50.80273113,5.245114844
"Howard County, Arkansas",220.6,434.6,37336,13300,18.8,38.2,39.3,2.65,9.5,8.5,47.25688255,5.693717277
"Independence County, Arkansas",170.1,438.6,41085,37052,18.6,37.5,40.3,2.52,10.4,6.9,51.58730159,4.404237591
"Izard County, Arkansas",184.1,420,32744,13445,22,45.9,50.4,2.28,8.1,10,55.21715624,4.812157028
"Jackson County, Arkansas",233,532.1,32427,17338,25.1,40.2,42.1,2.25,6.1,7.9,40.52689699,5.670985089
"Jefferson County, Arkansas",204.1,502.1,35927,71565,26.8,36.3,40.4,2.41,11.5,11.2,38.21259647,4.806902219
"Johnson County, Arkansas",176.9,395.3,34923,26141,19.7,36.9,39,2.5,11.5,6.2,54.00059341,8.562113933
"Lafayette County, Arkansas",195.2,364.1,32225,6996,27.5,43.3,46.4,2.52,9.4,12.5,41.97879859,3.516921035
"Lawrence County, Arkansas",213.5,442.5,34916,16779,23,38.9,42.9,2.45,8.3,6.9,47.86439665,5.841924399
"Lee County, Arkansas",217.6,382.4,28006,9650,39.3,37.9,44.7,2.34,5.5,17.3,38.91816921,12.36017897
"Lincoln County, Arkansas",194.4,402.4,37644,13820,29,36.3,41.3,2.43,6.5,14.2,49.38118812,8.022922636
"Cleburne County, Alabama",196,460.7,40418,15018,17,41,41.5,2.57,6.9,8.3,55.86911357,4.221954162
"Little River County, Arkansas",205.5,392.5,37691,12472,18.2,38.5,43.1,2.39,7.1,8.8,45.9150638,2.657444485
"Logan County, Arkansas",221.2,424.7,36391,21714,21.1,42.4,43.8,2.48,9.9,8.1,50.79567894,8.799648892
"Lonoke County, Arkansas",204.9,492.3,54459,71645,12.3,34.2,36.5,2.7,13.7,5.9,58.12651974,7.028310079
"Madison County, Arkansas",195.3,393.4,39158,15767,18,40.9,42.6,2.46,7.1,7.3,60.85515936,3.234421365
"Marion County, Arkansas",213.7,442,33181,16185,20.3,50.7,52.1,2.43,9.1,10.9,57.43918818,5.886450714
"Miller County, Arkansas",212.3,423.4,40877,43908,20.8,36.3,40.2,2.5,10,9.6,43.88561321,7.403380449
"Mississippi County, Arkansas",236.4,403.3,33577,43738,27.1,34,37.1,2.57,8.2,12,43.72557027,7.372578522
"Monroe County, Arkansas",229.9,515.3,30682,7399,28.1,43.7,46.9,2.27,7.7,12.8,37.93103448,9.781931464
"Montgomery County, Arkansas",146.2,400.3,34597,8970,20.1,47.7,49.1,2.33,7.9,4.3,55.80678314,4.152249135
"Nevada County, Arkansas",210.7,407.9,30935,8558,25.1,39.1,44.5,2.48,10,9.5,48.21428571,5.091311566
"Coffee County, Alabama",173.3,430.4,46931,51211,16.8,37.6,39.7,2.62,15.2,7.1,49.88517745,4.884815874
"Newton County, Arkansas",203.6,397.4,35895,7913,20.1,46.7,49.1,2.42,9.7,4.4,56.58610272,3.53569046
"Ouachita County, Arkansas",198.5,426.8,34971,24358,23,41.6,43.6,2.34,10.2,8.3,43.8495072,6.041591968
"Perry County, Arkansas",209.9,484.6,40556,10189,17.3,41.8,44.6,2.62,6.9,6.8,57.4213673,2.85046729
"Phillips County, Arkansas",248.7,438.5,28171,19513,35.3,35.1,39.6,2.48,7.2,18.1,32.75968039,6.831119545
"Pike County, Arkansas",184.3,401.8,36893,10824,20,41.2,41.7,2.5,8.4,6.6,52.49138921,8.52225021
"Poinsett County, Arkansas",247.1,480.5,35851,24040,21.9,38.7,41.9,2.57,6.1,10,46.89855697,7.948482061
"Polk County, Arkansas",187.2,396.4,33127,20216,22,42.4,44.8,2.56,7.8,9,49.52597649,6.71641791
"Pope County, Arkansas",207.1,475.7,39909,63390,18.3,34.2,36.5,2.62,13.4,7.6,53.09781409,5.167133642
"Prairie County, Arkansas",196.7,449.5,39896,8291,18.7,44.9,46.7,2.16,7.2,6.2,50.31364349,7.01754386
"Pulaski County, Arkansas",182.7,472.3,45698,392664,16.1,34.8,37.9,2.49,20.7,7.5,40.67557054,5.116648446
"Colbert County, Alabama",190.5,443.3,43057,54354,16.7,40.7,43.7,2.43,11.3,9,48.16699694,3.673864003
"Randolph County, Arkansas",212.5,425.6,37761,17469,18.3,40.3,44.5,2.36,8.7,5.4,51.20654397,7.27081138
"St. Francis County, Arkansas",202.9,375.9,30489,26589,33.4,36.6,39.6,2.51,7.1,11.7,37.06256628,6.906077348
"Saline County, Arkansas",169,461.3,55915,117460,8.7,38.2,39.3,2.66,15.4,5.3,55.44575522,5.129672006
"Scott County, Arkansas",207.4,410,33202,10513,23.7,40.1,42.9,2.66,6.9,10.9,56.99136868,3.421727973
"Searcy County, Arkansas",219.4,445.8,31765,7869,23.3,46,47.6,2.48,8.8,5.9,56.87263556,4.102564103
"Sebastian County, Arkansas",187.5,429.4,39907,127780,22.1,35.8,38.3,2.53,13.1,6.1,47.87510841,6.387886081
"Sevier County, Arkansas",179.5,388.4,37014,17290,20.4,33.8,35.7,2.81,4.6,9.3,51.95061728,5.671792286
"Sharp County, Arkansas",190.4,493.4,32101,16912,21.6,46.5,47.9,2.37,5.9,8.8,49.83117614,6.62707096
"Stone County, Arkansas",171.7,408.4,30010,12456,24.4,47.4,50,2.4,9.5,7,52.9949436,4.961659901
"Union County, Arkansas",218.7,494.4,40841,40144,23.1,38.3,41.1,2.43,12.6,9.7,47.75641026,5.453756912
"Van Buren County, Arkansas",178.9,424,32975,16771,22,46.4,47.8,2.44,8.3,11.2,50.67597034,4.153846154
"Washington County, Arkansas",173.1,430.3,45589,225477,19.3,30.5,32,2.55,17.8,6.2,47.25165806,5.272822665
"White County, Arkansas",201.4,473.3,42044,79161,19.4,35,37.2,2.55,11.7,7.1,54.51299143,5.493655215
"Woodruff County, Arkansas",215.9,492.6,29969,6741,25.1,42,45.5,2.36,7.7,12.4,40.29543112,5.860805861
"Yell County, Arkansas",207.9,445.9,37080,21713,17.4,36.6,41.3,2.8,9.3,8.3,54.66371797,4.956760177
"Alameda County, California",147.7,413.4,76996,1638215,12.5,36.2,38.1,2.78,25,8.3,48.34346322,5.014712267
"Amador County, California",166.6,469.8,54610,37001,12.9,47.9,52.6,2.36,14.7,14,55.32495512,3.698558778
"Butte County, California",178.7,489.2,42302,225411,21.9,35.2,39.1,2.55,17.5,12.1,42.75182259,5.545831589
"Calaveras County, California",157.4,413.9,53321,44828,13.7,50,51.4,2.45,14.4,12.1,54.85049834,2.851375221
"Colusa County, California",153.3,400.2,48006,21482,14.3,33.1,35,3.04,11.4,10.4,57.56531726,6.602564103
"Coosa County, Alabama",211.9,482.9,34679,10724,18.8,44.6,45.6,2.42,5.1,17,43.25842697,2.504393673
"Contra Costa County, California",151.5,456.3,80338,1126745,10.5,37.5,40.1,2.82,25.2,8.8,53.83079507,5.114550334
"Del Norte County, California",185.4,431.6,41419,27254,22.4,37.2,44.5,2.55,9.4,11.5,42.03821656,9.278553175
"El Dorado County, California",151.5,458.6,70235,184452,11.4,43.8,45.7,2.69,20.8,11.1,58.91095012,4.76817356
"Fresno County, California",152.8,412.6,43338,974861,27.5,30.5,32.3,3.17,13,13.2,46.81324986,6.004383506
"Glenn County, California",165.2,443.4,43755,28017,17.1,35.6,38.5,2.92,10.7,12.6,50.81604717,6.12741125
"Humboldt County, California",177.4,459.5,40581,135727,21,36.6,38.3,2.47,18.5,10.5,40.60826608,5.240578994
"Imperial County, California",130.3,387.9,38737,180191,23.6,31,33.6,3.61,9.9,17.4,51.56720916,7.022539698
"Inyo County, California",138.1,408.4,49267,18260,14,44.5,47.7,2.23,14.7,6.8,40.26643207,4.535082715
"Kern County, California",161.3,419.5,47451,882176,24.5,30.5,31.7,3.21,10.3,12.7,50.96534463,6.627706717
"Lake County, Montana",156.8,431.5,38221,29457,22.7,39.8,43,2.38,15.6,9.9,49.55752212,7.388908026
"Lewis and Clark County, Montana",159.7,430.2,53572,66418,12,39.8,42.4,2.38,24.3,4.9,49.23186185,5.247084953
"Liberty County, Montana",126.9,371.2,37911,2408,19.1,41.8,47.3,2.52,18.7,4.5,57.98611111,5.027932961
"Lincoln County, Montana",174.6,460.7,36734,19052,19.2,50.7,50.8,2.21,12.9,13.1,50.94274147,4.703476483
"McCone County, Montana",130.6,349.8,43132,1683,15.4,51.1,51.3,2.31,15.6,0.8,64.99321574,8.620689655
"Madison County, Montana",129.5,378.7,41539,7915,12.6,51.6,52.5,2.23,18.8,4.8,53.30958741,3.238866397
"Meagher County, Montana",198.6,573.8,36903,1830,18,52.3,44.2,2.47,18.8,3.9,52.04755614,3.899721448
"Mineral County, Montana",188.8,538.8,36449,4251,17.3,52.3,50.7,2.67,9.8,11.8,46.76903391,3.333333333
"Missoula County, Montana",158.9,420.1,44716,114181,15.8,33.9,35.7,2.33,25.4,8.2,43.36607756,3.76216968
"Musselshell County, Montana",196.6,587,39827,4582,19.1,49,48.1,2.43,10.7,4.6,56.74013327,7.611241218
"Park County, Montana",140.9,459.2,42942,15972,14.7,46.3,47.1,2.28,23.3,5.4,47.8139261,3.270009343
"Phillips County, Montana",151.2,456.8,41595,4169,15.7,45.6,49.1,2.26,15.3,6.3,55.58628319,9.448818898
"Pondera County, Montana",171.7,424.8,39292,6184,20.3,41.7,42.3,2.52,17.4,6,48.91114983,4.988123515
"Powell County, Montana",161,462,40072,6840,20.2,43.6,49.3,2.25,12.1,2.2,49.78991597,6.109979633
"Ravalli County, Montana",151.6,404.2,42902,41373,17.2,46.4,48.9,2.43,16.6,8.2,51.43251847,3.969171484
"Richland County, Montana",170.1,435.5,65738,11960,8.2,38.1,37.9,2.51,11.4,2.5,51.16489482,9.156118143
"Roosevelt County, Montana",182.6,509.5,37511,11476,23.8,28,31,3.54,10,6.8,42.40940255,6.547122602
"Rosebud County, Montana",164.6,490.7,50751,9398,20.5,38,36.1,2.81,14.8,10.6,52.04855842,4.558969277
"Sanders County, Montana",151.3,439.6,32815,11336,20.7,52.4,50.9,2.21,12.9,9.3,55.89519651,8.568548387
"Sheridan County, Montana",165,403.1,52711,3687,10.2,47.3,46.9,2.16,17.8,2.7,49.84746797,3.617945007
"Silver Bow County, Montana",171.4,445.5,39882,34622,19.5,37.7,43.2,2.22,16.8,7,39.61304807,4.512392241
"Stillwater County, Montana",127.4,519.3,60812,9486,8.4,47,46.4,2.44,15.2,3.6,64.21699626,3.636363636
"Sweet Grass County, Montana",165.6,473.1,45000,3634,12,44.2,48.8,2.55,20,0.9,62.55319149,9.191759113
"Teton County, Montana",164.9,447.8,46208,6104,13.9,44.7,44.8,2.5,16.5,5.1,58.64304235,8.581138488
"Toole County, Montana",174.2,475.5,45207,5087,17.2,40.9,44.6,2.24,10.4,3.1,53.29614604,6.557377049
"Valley County, Montana",129.5,424,46328,7659,12.4,44.4,46.4,2.26,14.1,2.6,55.44764795,5.681818182
"Wheatland County, Montana",149.4,382,35875,2110,19.5,48.4,43.9,2.34,14,3.4,53.89830508,5.066666667
"Wibaux County, Montana",214.4,373.3,43859,1130,11.7,53,49.6,2.15,16.4,3,51.78571429,17.87709497
"Yellowstone County, Montana",168.9,475.8,51653,157048,12.3,36.8,39.1,2.44,20.1,4.1,47.79304059,5.116068139
"Adams County, Nebraska",157.5,485.3,48658,31587,12.5,35.5,39.6,2.35,14.9,5.5,49.86582478,5.432887856
"Antelope County, Nebraska",139,472.7,50919,6414,14,44.2,48.1,2.27,12.8,1.6,60.12052464,8.048993876
"Boone County, Nebraska",171.1,520.4,52914,5315,10.3,44.7,47.3,2.37,11.5,1.2,57.52132914,4.356636272
"Box Butte County, Nebraska",159,434.4,55465,11337,11.4,35.9,44.8,2.31,11.3,3.9,55.21331946,6.383909051
"Boyd County, Nebraska",135.2,384.9,39964,2006,13.9,50,51.6,2.15,14.5,1.1,54.86631016,9.17721519
"Brown County, Nebraska",156,358.2,42348,2946,12.8,46.8,50,2,10.2,0.7,53.1436135,0.363636364
"Buffalo County, Nebraska",159.1,443.6,51550,48863,12.5,31.9,33.4,2.49,23.1,3.5,51.21512642,4.894004637
"Burt County, Nebraska",201.4,485.1,49345,6585,10.6,46.1,48.6,2.33,12.3,3.3,57.8721885,7.352941176
"Butler County, Nebraska",167.3,399.5,54240,8115,9.2,42.1,47.7,2.26,11.2,4.2,56.49986022,11.30834977
"Cass County, Nebraska",193.1,478,66522,25512,6.9,40.4,42.4,2.57,16.9,3.8,61.33661337,7.938902508
"Cedar County, Nebraska",120,334.6,54421,8564,10.4,42.8,46.7,2.39,13.1,2.2,60.67132867,6.343283582
"Chase County, Nebraska",172.1,462.8,52749,3956,9.3,42.8,48.1,2.25,14.7,0.7,59.72957084,7.489597781
"Cherry County, Nebraska",148.7,395.1,43564,5848,13.3,43.8,43.9,2.14,14.5,2.6,61.72792725,4.047619048
"Cheyenne County, Nebraska",122.2,439.5,55964,10167,9,37.8,41.7,2.27,17.6,1.6,48.91873435,11.69354839
"Clay County, Nebraska",148.9,506.7,55758,6309,11.3,42.5,43.7,2.4,14.2,2.8,57.24111578,8.012820513
"Colfax County, Nebraska",163,394.5,50758,10520,10.3,33.8,35,2.87,9.5,6.4,54.87066593,6.487488415
"Cuming County, Nebraska",128.3,370.9,56047,9125,9.1,43.3,44,2.41,14.3,3.3,57.39389024,7.272727273
"Custer County, Nebraska",159.7,429.8,45644,10806,13.4,42,45.5,2.25,14.6,2.3,56.33298209,7.021791768
"Dakota County, Nebraska",177.8,396,50289,20781,14.8,33,34.3,2.81,7.6,7.4,57.47599451,9.833738848
"Dawes County, Nebraska",155.4,370,40667,9055,18.8,33.1,34.6,2.22,19.5,2.6,50.26308502,7.437661221
"Dawson County, Nebraska",139.7,409,47366,23886,13.7,35.7,37,2.71,9.7,4.8,54.01484866,8.05433327
"Deuel County, Nebraska",104.6,402.3,44109,1921,11.8,44.6,47.2,2.34,11.5,4.3,50.3649635,2.873563218
"Dixon County, Nebraska",168.3,447.2,52601,5797,10.7,41.1,42.5,2.51,12.6,4.5,55.57483731,7.055749129
"Dodge County, Nebraska",177.9,487.5,50043,36706,12.9,38.3,40.4,2.37,13.4,5.1,52.27663799,7.218949743
"Douglas County, Nebraska",179.7,476.6,52842,550064,14,33.2,34.9,2.52,24.2,5.7,44.9580658,5.925782154
"Dundy County, Nebraska",151.9,406.9,45624,1799,13.8,42.8,48.3,2.18,13.6,4,55.44444444,5.83090379
"Fillmore County, Nebraska",150.3,423.8,54556,5619,10.1,46.2,49.1,2.22,13.5,3.4,53.40909091,6.001846722
"Franklin County, Nebraska",119.2,339.4,44794,2985,13.6,49,50.8,2.15,14.6,3.5,58.33924769,8.058608059
"Frontier County, Nebraska",127.2,443.6,48543,2624,13.7,42.7,45.1,2.25,11.8,2.4,58.11808118,3.646833013
"Furnas County, Nebraska",145.5,482.7,44461,4862,12.7,45.8,47.5,2.11,14,3.4,51.09841828,5.315614618
"Gage County, Nebraska",165.2,463.1,50861,21900,11,42.9,46.1,2.3,14.1,4.3,54.4047619,6.416861827
"Garden County, Nebraska",128.2,419.3,38645,1918,15.6,50.9,52.5,2.1,16.3,3.1,58.81656805,4.705882353
"Garfield County, Nebraska",141,482.9,40436,2028,11.8,53.1,50.9,2.1,11.8,3.5,49.16943522,3.095975232
"Gosper County, Nebraska",187.4,445.3,55319,1973,9.1,45.6,48.8,2.46,14.5,5.1,64.63878327,1.38121547
"Greeley County, Nebraska",149,404.4,43858,2429,12.7,45.3,46.9,2.46,10.7,1.9,56.88442211,6.637168142
"Hall County, Nebraska",160.8,469.4,48499,61680,14.7,34.8,37.1,2.67,12.4,6,49.11068515,8.958855626
"Hamilton County, Nebraska",155.8,411.9,62191,9190,6.9,40.9,44.3,2.45,18.3,2.5,60.81118115,3.387978142
"Harlan County, Nebraska",223.9,445.6,46744,3452,11.4,46.9,50.6,2.19,12.4,1.7,55.94855305,5.410122164
"Hitchcock County, Nebraska",183.7,501.5,40496,2883,13.8,44.1,49.8,2.12,9.2,3,49.55290611,9.807692308
"Holt County, Nebraska",155.3,407.3,46667,10313,12.5,42.9,47.5,2.25,14.9,0.9,57.8539823,8.200103146
"Howard County, Nebraska",155.2,450.8,51040,6409,11.5,40.7,45.6,2.47,14.9,4,56.9140625,10.27070064
"Jefferson County, Nebraska",201.3,379.5,44947,7263,11.5,45,46.4,2.18,10,4,51.29502828,5.139186296
"Johnson County, Nebraska",185.6,425.6,48511,5173,13.9,40,47.5,2.13,10.8,3.6,51.00742312,4.337050805
"Kearney County, Nebraska",136.4,440.9,56791,6585,9.6,39.5,43.5,2.34,16.8,3.8,55.22226238,12.76119403
"Keith County, Nebraska",161.3,411.5,45192,8063,12,47.7,49.8,2.06,14.2,2.8,51.08834827,2.702702703
"Kimball County, Nebraska",203.8,401.5,45771,3689,11.7,45.4,46.2,2.33,11.6,5.1,52.66836086,9.93485342
"Knox County, Nebraska",161.7,461.2,42745,8543,14.9,45.9,49,2.24,13.3,3.3,54.79009688,6.866666667
"Lancaster County, Nebraska",153.5,425.9,52011,306468,14,32.1,33.8,2.42,23.9,5.1,46.00270254,6.17570233
"Lincoln County, Nebraska",167,456.8,49770,35656,14.5,39.2,40.7,2.34,14.2,4.2,50.01332445,5.843469064
"Madison County, Nebraska",161.2,473.4,51836,35039,13.7,35.3,39.3,2.43,13.6,3.1,51.68844149,7.123638693
